"id","mac_id","pid","status","sn","imei","mini_app_code","iccid","channel_id","remarks","created_at","updated_at","deleted_at"
52,"d0fda6ZCVgF7Ml",0,1,100101850100052,867186033918284,"https://liar.yuejiyou.com/?mac=d0fda6ZCVgF7Ml",89860402101700293052,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
53,"6fa836ZCVgFsAF",0,1,100101850100053,867186033811067,"https://liar.yuejiyou.com/?mac=6fa836ZCVgFsAF",89860402101700293053,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
54,"40ff76ZCVgETZv",0,1,100101850100054,867186033771360,"https://liar.yuejiyou.com/?mac=40ff76ZCVgETZv",89860402101700293054,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
55,"93c436ZCVgFtn3",0,1,100101850100055,867186033810093,"https://liar.yuejiyou.com/?mac=93c436ZCVgFtn3",89860402101700293055,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
56,"9664d6ZCVgI7gl",0,1,100101850100056,867186033810085,"https://liar.yuejiyou.com/?mac=9664d6ZCVgI7gl",89860402101700293056,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
57,"e19c86ZCVgGdW9",0,1,100101850100057,867186033811133,"https://liar.yuejiyou.com/?mac=e19c86ZCVgGdW9",89860402101700293057,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
58,"ed08f6ZCVgH3HP",0,1,100101850100058,867186033810077,"https://liar.yuejiyou.com/?mac=ed08f6ZCVgH3HP",89860402101700293058,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
59,"7645d6ZCVgFGnw",0,1,100101850100059,867186033811356,"https://liar.yuejiyou.com/?mac=7645d6ZCVgFGnw",89860402101700293059,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
60,"f30316ZCVgHen8",0,1,100101850100060,867186033810614,"https://liar.yuejiyou.com/?mac=f30316ZCVgHen8",89860402101700293060,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
61,"97f936ZCVgFVJ8",0,1,100101850100061,867186033811331,"https://liar.yuejiyou.com/?mac=97f936ZCVgFVJ8",89860402101700293061,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
62,"76b9d6ZCVgHVOG",0,1,100101850100062,867186033755470,"https://liar.yuejiyou.com/?mac=76b9d6ZCVgHVOG",89860402101700293062,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
63,"9031d6ZCVgEzbc",0,1,100101850100063,867186033811265,"https://liar.yuejiyou.com/?mac=9031d6ZCVgEzbc",89860402101700293063,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
64,"368a76ZCVgIf4e",0,1,100101850100064,867186033918714,"https://liar.yuejiyou.com/?mac=368a76ZCVgIf4e",89860402101700293064,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
65,"57fab6ZCVgFnUm",0,1,100101850100065,867186033811299,"https://liar.yuejiyou.com/?mac=57fab6ZCVgFnUm",89860402101700293065,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
66,"2c13c6ZCVgG6oq",0,1,100101850100066,867186033810036,"https://liar.yuejiyou.com/?mac=2c13c6ZCVgG6oq",89860402101700293066,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
67,"4de846ZCVgH3HQ",0,1,100101850100067,867186033811513,"https://liar.yuejiyou.com/?mac=4de846ZCVgH3HQ",89860402101700293067,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
68,"5e4e66ZCVgGGie",0,1,100101850100068,867186033811414,"https://liar.yuejiyou.com/?mac=5e4e66ZCVgGGie",89860402101700293068,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
69,"3081a6ZCVgGjV8",0,1,100101850100069,867186033918474,"https://liar.yuejiyou.com/?mac=3081a6ZCVgGjV8",89860402101700293069,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
70,"416076ZCVgHYWe",0,1,100101850100070,867186033811232,"https://liar.yuejiyou.com/?mac=416076ZCVgHYWe",89860402101700293070,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
71,"2b4f36ZCVgG9vY",0,1,100101850100071,867186033809681,"https://liar.yuejiyou.com/?mac=2b4f36ZCVgG9vY",89860402101700293071,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
72,"8c7f96ZCVgI6tY",0,1,100101850100072,867186033809665,"https://liar.yuejiyou.com/?mac=8c7f96ZCVgI6tY",89860402101700293072,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
73,"edc466ZCVgFhp8",0,1,100101850100073,867186033810309,"https://liar.yuejiyou.com/?mac=edc466ZCVgFhp8",89860402101700293073,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
74,"acffb6ZCVgHTJE",0,1,100101850100074,867186033915652,"https://liar.yuejiyou.com/?mac=acffb6ZCVgHTJE",89860402101700293074,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
75,"9bf066ZCVgEzXA",0,1,100101850100075,867186033915298,"https://liar.yuejiyou.com/?mac=9bf066ZCVgEzXA",89860402101700293075,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
76,"fb9136ZCVgH8Ei",0,1,100101850100076,867186033809962,"https://liar.yuejiyou.com/?mac=fb9136ZCVgH8Ei",89860402101700293076,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
77,"58b756ZCVgGghk",0,1,100101850100077,867186033916718,"https://liar.yuejiyou.com/?mac=58b756ZCVgGghk",89860402101700293077,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
78,"33ea06ZCVgETtg",0,1,100101850100078,867186033916247,"https://liar.yuejiyou.com/?mac=33ea06ZCVgETtg",89860402101700293078,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
79,"7e43f6ZCVgEGZ4",0,1,100101850100079,867186033810515,"https://liar.yuejiyou.com/?mac=7e43f6ZCVgEGZ4",89860402101700293079,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
80,"9b0edHmuwFojo",0,1,100101850100080,867186033809723,"https://liar.yuejiyou.com/?mac=9b0edHmuwFojo",89860402101700293080,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
81,"7ffec6ZCVgGM14",0,1,100101850100081,867186033810523,"https://liar.yuejiyou.com/?mac=7ffec6ZCVgGM14",89860402101700293081,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
82,"f49866ZCVgFUWK",0,1,100101850100082,867186033810317,"https://liar.yuejiyou.com/?mac=f49866ZCVgFUWK",89860402101700293082,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
83,"fd7186ZCVgFbWr",0,1,100101850100083,867186033810333,"https://liar.yuejiyou.com/?mac=fd7186ZCVgFbWr",89860402101700293083,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
84,"95e286ZCVgG9vZ",0,1,100101850100084,867186033809699,"https://liar.yuejiyou.com/?mac=95e286ZCVgG9vZ",89860402101700293084,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
85,"6b5b56ZCVgGFLZ",0,1,100101850100085,867186033915421,"https://liar.yuejiyou.com/?mac=6b5b56ZCVgGFLZ",89860402101700293085,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
86,"4d9096ZCVgFfk7",0,1,100101850100086,867186033809541,"https://liar.yuejiyou.com/?mac=4d9096ZCVgFfk7",89860402101700293086,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
87,"4d7ba6ZCVgGu4b",0,1,100101850100087,867186033809939,"https://liar.yuejiyou.com/?mac=4d7ba6ZCVgGu4b",89860402101700293087,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
88,"987d86ZCVgHE7V",0,1,100101850100088,867186033809863,"https://liar.yuejiyou.com/?mac=987d86ZCVgHE7V",89860402101700293088,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
89,"25d3e6ZCVgFXy3",0,1,100101850100089,867186033808550,"https://liar.yuejiyou.com/?mac=25d3e6ZCVgFXy3",89860402101700293089,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
90,"0c1086ZCVgHOgX",0,1,100101850100090,867186033809756,"https://liar.yuejiyou.com/?mac=0c1086ZCVgHOgX",89860402101700293090,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
91,"69bcb6ZCVgFxh1",0,1,100101850100091,867186033916502,"https://liar.yuejiyou.com/?mac=69bcb6ZCVgFxh1",89860402101700293091,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
92,"e92586ZCVgFuFJ",0,1,100101850100092,867186033810366,"https://liar.yuejiyou.com/?mac=e92586ZCVgFuFJ",89860402101700293092,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
93,"a3b3e6ZCVgHlUT",0,1,100101850100093,867186033808907,"https://liar.yuejiyou.com/?mac=a3b3e6ZCVgHlUT",89860402101700293093,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
94,"4753b6ZCVgGZNV",0,1,100101850100094,867186033904409,"https://liar.yuejiyou.com/?mac=4753b6ZCVgGZNV",89860402101700293094,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
95,"8d6b66ZCVgELFp",0,1,100101850100095,867186033917492,"https://liar.yuejiyou.com/?mac=8d6b66ZCVgELFp",89860402101700293095,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
96,"76e7b6ZCVgG0FB",0,1,100101850100096,867186033808543,"https://liar.yuejiyou.com/?mac=76e7b6ZCVgG0FB",89860402101700293096,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
97,"53c976ZCVgHmXp",0,1,100101850100097,867186033808873,"https://liar.yuejiyou.com/?mac=53c976ZCVgHmXp",89860402101700293097,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
98,"1626f6ZCVgHGt5",0,1,100101850100098,867186033809970,"https://liar.yuejiyou.com/?mac=1626f6ZCVgHGt5",89860402101700293098,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
99,"849336ZCVgHWkX",0,1,100101850100099,867186033794479,"https://liar.yuejiyou.com/?mac=849336ZCVgHWkX",89860402101700293099,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
100,"eafa44kQEsXjB",0,1,100101850100100,867186033809772,"https://liar.yuejiyou.com/?mac=eafa44kQEsXjB",89860402101700293100,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
101,"752d56ZCVgFLQf",0,1,100101850100101,867186033810762,"https://liar.yuejiyou.com/?mac=752d56ZCVgFLQf",89860402101700293101,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
102,"05a236ZCVgHNer",0,1,100101850100102,867186033809533,"https://liar.yuejiyou.com/?mac=05a236ZCVgHNer",89860402101700293102,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
103,"4abd46ZCVgFeNR",0,1,100101850100103,867186033916619,"https://liar.yuejiyou.com/?mac=4abd46ZCVgFeNR",89860402101700293103,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
104,"5cb0a6ZCVgHBML",0,1,100101850100104,867186033808832,"https://liar.yuejiyou.com/?mac=5cb0a6ZCVgHBML",89860402101700293104,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
105,"564a46ZCVgF111",0,1,100101850100105,867186033808568,"https://liar.yuejiyou.com/?mac=564a46ZCVgF111",89860402101700293105,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
106,"8441e6ZCVgHMs3",0,1,100101850100106,867186033810325,"https://liar.yuejiyou.com/?mac=8441e6ZCVgHMs3",89860402101700293106,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
107,"f0cd06ZCVgF952",0,1,100101850100107,867186033915546,"https://liar.yuejiyou.com/?mac=f0cd06ZCVgF952",89860402101700293107,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
108,"ac1a06ZCVgGKsk",0,1,100101850100108,867186033915926,"https://liar.yuejiyou.com/?mac=ac1a06ZCVgGKsk",89860402101700293108,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
109,"0fa256ZCVgHaJm",0,1,100101850100109,867186033904284,"https://liar.yuejiyou.com/?mac=0fa256ZCVgHaJm",89860402101700293109,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
110,"413cc6ZCVgF3Ss",0,1,100101850100110,867186033916064,"https://liar.yuejiyou.com/?mac=413cc6ZCVgF3Ss",89860402101700293110,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
111,"ebfd96ZCVgGqGw",0,1,100101850100111,867186033808949,"https://liar.yuejiyou.com/?mac=ebfd96ZCVgGqGw",89860402101700293111,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
112,"d82e26ZCVgEIxS",0,1,100101850100112,867186033809673,"https://liar.yuejiyou.com/?mac=d82e26ZCVgEIxS",89860402101700293112,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
113,"025886ZCVgFwKM",0,1,100101850100113,867186033808493,"https://liar.yuejiyou.com/?mac=025886ZCVgFwKM",89860402101700293113,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
114,"b22bd6ZCVgERog",0,1,100101850100114,867186033916288,"https://liar.yuejiyou.com/?mac=b22bd6ZCVgERog",89860402101700293114,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
115,"722636ZCVgHRow",0,1,100101850100115,867186033915280,"https://liar.yuejiyou.com/?mac=722636ZCVgHRow",89860402101700293115,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
116,"708906ZCVgFt6Y",0,1,100101850100116,867186033808790,"https://liar.yuejiyou.com/?mac=708906ZCVgFt6Y",89860402101700293116,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
117,"e666b6ZCVgHJQM",0,1,100101850100117,867186033809905,"https://liar.yuejiyou.com/?mac=e666b6ZCVgHJQM",89860402101700293117,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
118,"58fd86ZCVgFXy4",0,1,100101850100118,867186033810879,"https://liar.yuejiyou.com/?mac=58fd86ZCVgFXy4",89860402101700293118,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
119,"7470a6ZCVgF8OU",0,1,100101850100119,867186033916866,"https://liar.yuejiyou.com/?mac=7470a6ZCVgF8OU",89860402101700293119,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
120,"dba806ZCVgH9WY",0,1,100101850100120,867186033915454,"https://liar.yuejiyou.com/?mac=dba806ZCVgH9WY",89860402101700293120,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
121,"875be6ZCVgGKcc",0,1,100101850100121,867186033904367,"https://liar.yuejiyou.com/?mac=875be6ZCVgGKcc",89860402101700293121,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
122,"871806ZCVgHNKI",0,1,100101850100122,867186033904276,"https://liar.yuejiyou.com/?mac=871806ZCVgHNKI",89860402101700293122,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
123,"7605d6ZCVgHDBG",0,1,100101850100123,867186033810770,"https://liar.yuejiyou.com/?mac=7605d6ZCVgHDBG",89860402101700293123,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
124,"0316e6ZCVgHZIE",0,1,100101850100124,867186033810101,"https://liar.yuejiyou.com/?mac=0316e6ZCVgHZIE",89860402101700293124,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
125,"b59e76ZCVgEX76",0,1,100101850100125,867186033810275,"https://liar.yuejiyou.com/?mac=b59e76ZCVgEX76",89860402101700293125,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
126,"05cfc6ZCVgEzbe",0,1,100101850100126,867186033916080,"https://liar.yuejiyou.com/?mac=05cfc6ZCVgEzbe",89860402101700293126,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
127,"4d8e06ZCVgG2eo",0,1,100101850100127,867186033904482,"https://liar.yuejiyou.com/?mac=4d8e06ZCVgG2eo",89860402101700293127,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
128,"9127d6ZCVgG3x2",0,1,100101850100128,867186033810358,"https://liar.yuejiyou.com/?mac=9127d6ZCVgG3x2",89860402101700293128,1,"","2018-06-06 03:14:48","2018-06-06 03:14:48",NULL
